name,class,Daniel A. Keim,Nelson L. Max,Roger Crawfis,Arie E. Kaufman,Taosong He,Issei Fujishiro,Rüdiger Westermann,Frits H. Post,Deborah Silver,Sheelagh Carpendale,F. David Fracchia,Ed Huai-hsin Chi,Daniel Cohen-Or,Suresh K. Lodha,Henry Fuchs,Alex T. Pang,Reinhard Klein,Wolfgang Straßer,Markus H. Gross,Thomas C. Sprenger,Ben Shneiderman,Stuart K. Card,Jock D. Mackinlay,Torsten Möller,Raghu Machiraju,Klaus Mueller,Christopher G. Healey,Mark A. Duchaineau,Craig Gotsman,Baoquan Chen,Robert J. Moorhead II,Chandrajit L. Bajaj,Valerio Pascucci,Daniel Schikore,Andrew J. Hanson,Eric A. Wernert,J. Edward Swan,David Ellsworth,Han-Wei Shen,David L. Kao,Hanspeter Pfister,Daniel G. Aliaga,Hong Qin,Bernd Hamann,Kenneth I. Joy,Jonathan D. Cohen,Dinesh Manocha,Lichan Hong,Ming Wan,Dieter Schmalstieg,Russell M. Taylor II,David S. Ebert,James J. Thomas,Renato Pajarola,Paolo Cignoni,Roberto Scopigno,Chris Henze,David H. Laidlaw,Yi-Jen Chiang,Cláudio T. Silva,William J. Schroeder,Pak Chung Wong,Harlan Foote,Donald H. House,Manuel Menezes de Oliveira Neto,Meenakshisundaram Gopi,David F. Wiley,M. Eduard Gröller,Jarke J. van Wijk,Wim C. de Leeuw,Robert van Liere,Gabriel Taubin,Chris Stolte,Pat Hanrahan,Benjamin B. Bederson,Matthew O. Ward,Elke A. Rundensteiner,Huub van de Wetering,Gunther H. Weber,Patrick J. Moran,Alexandru Telea,Kwan-Liu Ma,James T. Klosowski,Enrico Gobbetti,Klaus Engel,Thomas Ertl,Charles D. Hansen,Chris Shaw 0002,Michael S. Brown,Greg Welch,Herman Towles,Christof Rezk-Salama,Peter Hastreiter,Gerik Scheuermann,Hans Hagen,Xavier Tricoche,Andrzej Szymczak,Patricia Crossno,Tobias Preußer,Martin Rumpf,James Abello,Guy Melançon,Stanislav L. Stoev,T. J. Jankun-Kelly,Penny Rheingans,Martin Kraus,Aditi Majumder,Christopher R. Johnson 0001,Gordon Erlebacher,Min Chen,Helwig Hauser,Lukas Mroz,Klaus H. Hinrichs,Huamin Qu,Peter Schröder,David E. Breen,Daniel Weiskopf,Ingrid Hotz,Joachim Giesen,Rainer Wegenkittl,Anna Vilanova,Patric Ljung,Anders Ynnerman,Donna L. Gresh,Bernice E. Rogowitz,Rephael Wenger,Thomas Theußl,Peter Lindstrom,Martin Isenburg,Stefan Gumhold,Robert Michael Kirby,Wolfgang Kollmann,David Gotz,Bruno Lévy,Xavier Cavin,Joe Michael Kniss,Gordon L. Kindlmann,Eric B. Lum,Martin Hering-Bertram,Frank Zeilfelder,Hans-Peter Seidel,Stefan Guthe,Bernhard Preim,Heinz-Otto Peitgen,Song Zhang 0004,Çagatay Demiralp,Daniel F. Keefe,David C. Banks,Melanie Tory,Armin Kanitsar,Petr Felkel,Dominik Fleischmann,Kresimir Matkovic,Jing Yang 0001,Martin Wattenberg,Helmut Doleisch,Yehuda Koren,Steffen Prohaska,Hans-Christian Hege,Tolga Tasdizen,Ross T. Whitaker,Joerg Meyer,Ken Museth,Leonid Zhukov,Aidong Lu,Oliver Deussen,Marc Stamminger,Xiaoming Wei,Daniel Baum,Eugene Zhang,Sarah H. Creem-Regehr,David S. Thompson,Xiaoqiang Zheng,David M. Krum,William Ribarsky,Chris North,Gregory M. Nielson,Milos Srámek,Balázs Csébfalvi,Werner Purgathofer,David H. Rogers,Ronald Peikert,Ralf Kähler,Simon Stegmaier,Danyel Fisher,Alan M. MacEachren,Diansheng Guo,Chaomei Chen,Yves Chiricota,Victoria Interrante,Niklas Elmqvist,John T. Stasko,Frank van Ham,James Agutter,Christian Sigg,Jianning Wang,Jing Hua,Robert S. Laramee,Peer-Timo Bremer,Herbert Edelsbrunner,Sung-Eui Yoon,Anthony J. Sherbondy,Dirk Bartz,Udeepta Bordoloi,Holger Theisel,Tino Weinkauf,Ye Zhao,Zhe Fan,Jens H. Krüger,Jens Schneider,Markus Hadwiger,Ivan Viola,Jinzhu Gao,Jian Huang 0007,James Arthur Kohl,David Akers,Maneesh Agrawala,Frans Vos,Christian Rössl,Michael J. McGuffin,Ravin Balakrishnan,Jonathan Woodring,Chaoli Wang,E. Wes Bethel,Robert A. Amar,Chris Weaver,Thomas Kapler,William Wright,Mike Sips,Tamara Munzner,Jean-Daniel Fekete,Stephen C. North,Fernanda B. Viégas,Arnold Köchl,Christoph Garth,Eduard Deines,Markus Rütten,Filip Sadlo,Marcus A. Magnor,Feng Qiu,Allen R. Sanderson,Lujin Wang,Wei Chen 0001,Liu Ren,Chris Weigle,Bryan Green,Yarden Livnat,Matej Mlejnek,Alireza Entezari,Vijay Natarajan,Yuan Chen,Xianfeng Gu,Wei Qiao,Robert Haimes,James P. Ahrens,Hamish A. Carr,Katja Bühler,Jeffrey Heer,Patrick Mackey,James R. Eagan,Pourang Irani,Ulrik Brandes,Camilla Forsell,Jimmy Johansson,Matthew D. Cooper,Robert Kosara,Tobias Isenberg 0001,Leland Wilkinson,Anushka Anand,Zhen Wen,Michelle X. Zhou,Ming C. Hao,Umeshwar Dayal,Tobias Schreck,Mario Hlawitschka,Jorik Blaas,Charl P. Botha,Alethea Bair,Colin Ware,Steven P. Callahan,Carlos Eduardo Scheidegger,Huy T. Vo,Juliana Freire,João Luiz Dihl Comba,Hui Zhang 0006,Xiaoru Yuan,Carlos D. Correa,Mario Jelovic,Denis Gracanin,John C. Anderson,Lars Linsen,Shigeo Takahashi,Attila Gyulassy,Martin Falk,Thomas Müller 0005,Frans A. Gerritsen,Alexander Wiebel,Stefan Bruckner,Alark Joshi,Yun Jang,Kelly P. Gaither,Adam Perer,Geoffrey P. Ellis,Greg Smith,George G. Robertson,Tim Dwyer,Kim Marriott,Nathalie Henry Riche,Daniel W. Archambault,Christian Heine 0002,Jörn Schneidewind,Jianping Fan 0001,Hangzai Luo,Catherine Plaisant,Bongshin Lee,Robert Harper 0002,Anthony C. Robinson,John Gerth,Florian Mansmann,I. V. Ramakrishnan,Peter Rautek,Carl-Fredrik Westin,David J. Duke,Rita Borgo,Anders Persson,Claes Lundström,Chi-Wing Fu,Ji Soo Yi,Youn ah Kang,Christopher Collins,Jason Dykes,Petra Isenberg,Jo Wood,Aidan Slingsby,Remco Chang,Heidi Lam,Robert Kincaid,Wesley Willett,Justin Talbot,Gennady L. Andrienko,Natalia V. Andrienko,Fernando Vieira Paulovich,Rosane Minghim,Daniela Oelke,Zhicheng Liu,Enrico Bertini,Caroline Ziemkiewicz,Nathaniel Fout,Luke J. Gosink,Doug A. Bowman,Javier Oliván Bescós,Marcel Breeuwer,Jos B. T. M. Roerdink,Heike Leitte,Johanna Beyer,Ingo Wald,Aaron Knoll,Steffen Oeltze-Jafra,Philipp Muigg,Won-Ki Jeong,Gregory Cipriano,Michael Gleicher,David Koop,Christoph Heinzl,Johann Kastner,Jesus J. Caban,Thomas Schultz 0001,Miriah D. Meyer,Sebastian Grottel,Guido Reina,Michael Wybrow,Weiwei Cui,Hong Zhou,Anastasia Bezerianos,Wolfgang Freiler,Thomas Butkiewicz,Wenwen Dou,Heidrun Schumann,Pierre Dragicevic,Chris Muelder,Marian Dörk,Tera Marie Green,Brian D. Fisher,Lyndsey Franklin,Scott Barlowe,Kai Bürger,Ming Dong,Timo Ropinski,Johannes Kehrer,Thomas Höllt,Ming-Yuen Chan,Yingcai Wu,Harald Piringer,Christian Tominski,Hendrik Strobelt,Christophe Hurter,Bo Hyoung Kim,Jinwook Seo,Michael Bostock,Mark W. Jones,Peter Bak,Halldór Janetzko,Tarik Crnovrsanin,Krist Wongsuphasawat,Jaegul Choo,Haesun Park,Alex Endert,Romain Vuillemot,Steffen Koch,Harald Bosch,Kristin A. Cook,Julian Heinrich,Jibonananda Sanyal,Jian Chen,Stéphane Marchesin,Florian Ferstl,Guangyu Zou,Julien Tierny,Bart M. ter Haar Romeny,Benjamin Schindler,Raphael Fuchs,Christian Dick,Ross Maciejewski,Luis Gustavo Nonato,Lauro Didier Lins,Jürgen Waser,Teng-Yok Lee,Angus Graeme Forbes,Tobias Höllerer,Alexander Lex,Marc Streit,Christian Partl,Nan Cao,Jimeng Sun,Yu-Ru Lin,Shixia Liu,Juhee Bae,Benjamin Watson,Bettina Speckmann,Kevin Verbeek,Furu Wei,Aritra Dasgupta,Dang Tuan Nhon,Michael Sedlmair,Fabian Beck 0001,Michael Burch,Steven M. Drucker,Narges Mahyar,Ali Sarvghad,Nicholas Diakopoulos,Christopher Andrews,Lane Harrison,Xiaoyu Wang,Guoning Chen,Boudewijn P. F. Lelieveldt,Marco Ament,Dirk J. Lehmann,Roy van Pelt,Lingyun Yu,Jeff Lichtman,Hanqi Guo,Stefan Lindholm,Wei Zeng,Joseph Marino,Krishna Chaitanya Gurijala,Ziyi Zheng,Hrvoje Ribicic,Jonathan C. Roberts,Jessica Hullman,Eytan Adar,Nivan Ferreira,Cagatay Turkay,Michelle Borkin,Jian Zhao,Fanny Chevalier,Lyn Bartram,Hans-Jörg Schulz,Danielle Albers Szafir,Conglei Shi,Liang Gou,Xiaolong Zhang 0001,Jagoda Walny,Bum Chul Kwon,Leanna House,Scotland Leman,Abish Malik,Jan Reininghaus,David Günther,Weifeng Chen 0002,Hujun Bao,Jiaxi Hu,Bei Wang,Brian Summa,Shusen Liu,Marcel Hlawatsch,Marco Agus,Mahsa Mirzargar,Dilip Mathew Thomas,Rocco Gasteiger,Oliver Beuing,Norbert Lindow,Kai Xu 0003,Phong H. Nguyen,Steven R. Gomez,Hua Guo,Sung-Hee Kim,Panpan Xu,Charles D. Stolper,Joshua A. Levine,Andrea Unger,Doris Dransch,Alexander Bock,Harald Obermaier,Kuno Kurzhals,Daniel Jönsson,Steffen Frey,Bilal Alsallakh,Wolfgang Aigner,Silvia Miksch,Naren Ramakrishnan,Florian Heimerl,Matthew Brehmer,Yvonne Jansen,Sarah Goodwin,Donghao Ren,Zuchao Wang,Samuel Gratzl,Kasper Hornbæk,Nils Gehlenborg,Michael Correll,Steven Franconeri,Charles Perin,Mengchen Liu,Rahul C. Basole,Samuel Huron,David Schroeder,Harish Doraiswamy,Ayan Biswas,Soumya Dutta,Ali K. Al-Awami,Narayanan Kasthuri,Tushar Athawale,Thomas Mühlbacher,B. L. William Wong,Jürgen Bernard,Alexander Rind,Jiawan Zhang,Jorge Poco,Vidya Setlur,Bahador Saket,Minsuk Kahng,Duen Horng Chau,Jing Yang,Connor Gramazio,Karen B. Schloss,Jeremy Boy,Ronell Sicat,Daniel Haehn,Sylvia Glaßer,Kai Lawonn,Tobias Günther,Dominik Sacha,Josua Krause,Eli T. Brown,Alvitta Ottley,Maoyuan Sun,Cong Xie,Michael Behrisch,Wenchao Wu,Yixian Zheng,Yafeng Lu,Kanit Wongsuphasawat,Dominik Moritz,Sukwon Lee,Matthew Kay,Qiaomu Shen,Nam Wook Kim,Theresia Gschwandtner,Evan M. Peck,Benjamin Bach,Elmar Eisemann,Yunhai Wang,Hui Zhang,Will Usher,Michael E. Papka,Tom Peterka,Pere-Pau Vázquez,Xiaotong Liu,Barbora Kozlíková,Jen-Ping Chen,Hannah Kim,Michael Glueck,Azam Khan,Daniel J. Wigdor,Michael Brudno,Isaac Cho,Johannes Sorger,Yanhong Wu,Chris Bryan,Evanthia Dimara,Maxime Cordeil,Marc Rautenhaus,Yun Wang,Siwei Fu,Emily Wall,Cristian Felix,Zhen Li,Jun Zhu 0001,Po-Ming Law,Arjun Srinivasan,Jiazhi Xia,human-computer interaction,information retrieval,advection,volume visualization,computational geometry,algorithms,filtering,human factors,information visualization,geometric modeling,volume modeling,interactive,visualization,direct manipulation,interactive techniques,virtual reality,level of detail,interaction,surface fitting,marching cubes,isosurface,volume rendering,biomedical visualization,surface reconstruction,feature extraction,scientific visualization,graphics,exploratory data analysis,user interfaces,3d interaction,computer graphics,curvilinear grid,direct volume rendering,morphing,volume deformation,octree,3d texture mapping,hierarchical representation,focus+context techniques,high-dimensional data,applications of visualization,interpolation,reconstruction,triangulation,cfd,computer vision,feature tracking,uncertainty,augmented reality,streamlines,animation,flow visualization,splatting,compression,texture mapping,glyphs,temporal data,hierarchies,fisheye views,software visualization,fisheye,focus+context,dynamic query,user interface,scatterplot,multivariate data,design space,taxonomy,medical imaging,computed tomography,segmentation,image processing,aneurysm,frame-to-frame coherence,interactive graphics,level-of-detail,terrain rendering,isosurface extraction,camera control,navigation,ray-casting,isosurfaces,irregular grids,metrics,computational fluid dynamics,visualization systems,image-based rendering,virtual worlds,volume compression,wavelets,meshing,textures,visibility culling,subdivision surfaces,mesh simplification,projection,surface approximation,parallel processing,virtual environment,virtual environments,force,telepresence,hierarchy,design,framework,user interactions,text visualization,document analysis,terrain visualization,scalar fields,surface simplification,multivariate visualization,brushing,feature detection,perception,texture,delaunay triangulation,scattered data,vector field visualization,time-varying fields,scalar field visualization,cartogram,cad,clipping,parallel rendering,levels-of-detail,approximation,mesh generation,data exploration,transfer function,interactivity,texture synthesis,stitching,unstructured meshes,multiresolution,world wide web,sensemaking,evaluation,focus+context visualization,theory,tree visualization,treemaps,data visualization,aggregation,cartography,interactive visualization,clustering,simplification,parallel coordinates,rendering,occlusion culling,distributed systems,volumetric data,calibration,ray casting,opengl,shading,classification,exploration,collaboration,deformation,lic,topology,multi-resolution,tetrahedral meshes,multiresolution models,unsteady flow,comparative visualization,multiresolution rendering,multiple views,graph visualization,surface rendering,virtual colonoscopy,virtual endoscopy,visual design,annotation,unstructured grids,graphics hardware,cell projection,tiled displays,haptics,vector field,critical point,voronoi diagram,non-photorealistic rendering,mesh,sampling,parameterization,critical points,surface extraction,subdivision,computational steering,multidimensional visualization,special relativity,collaborative visualization,vector fields,vector field topology,visibility,ray tracing,general relativity,medical visualization,plasma physics,biomedical imaging,meteorology,moving least squares,contours,principal component analysis,out-of-core algorithms,large data,user study,unstructured grid,transfer functions,distance fields,multi-dimensional transfer functions,time-varying data,level sets,data compression,vessel visualization,network visualization,visual debugging,texture compression,dt-mri,molecular dynamics,molecular modeling,diffusion tensor imaging,neuroscience,glyph,time-dependent data,line integral convolution,uncertainty visualization,graph drawing,interaction techniques,curved planar reformation,remote visualization,large datasets,view-dependent rendering,illumination,hardware acceleration,scalar field topology,space leaping,point-based rendering,lattice boltzmann model,tensor fields,terrain,optimization,lighting design,vortex detection,visualization models,simulation,scalability,symmetric tensors,mobile visualization,gis,particle systems,triangular mesh,anomaly detection,network security,bioinformatics,amr,scale space,geovisualization,small multiples,data transformations,graph layout,multidimensional scaling,dynamic visualization,dimension reduction,occlusion,neural networks,time-series,hierarchical data,treemap,context,email,gpu,image segmentation,distance field,surface representation,texture advection,unsteady flow visualization,color,computational fluid dynamics (cfd),morse-smale complexes,tracking,gpu acceleration,multi-field visualization,programmable graphics hardware,hierarchical clustering,large data visualization,orthographic projection,empirical study,experiment,molecular visualization,coordination,exploratory visualization,information visualisation,history,visual data mining,statistical graphics,empirical evaluation,geographic visualization,dimensionality reduction,motion,user interaction,tensor topology,time-varying data visualization,data mining,large data set visualization,visualization in medicine,point-based visualization,3d vector field visualization,dti,morse-smale complex,view-dependent visualization,multiresolution visualization,view-dependent,out-of-core,stress tensor,proteomics,multi-variate visualization,topological simplification,design study,astronomy,social networks,graphs,node-link diagrams,text mining,knowledge discovery,3d visualization,linked views,hierarchy visualization,time series,spatial data,tractography,fiber tracking,genetic algorithm,coordinated views,visual analytics,data analysis,query-driven visualization,seismic interpretation,global illumination,transfer function design,illustrative visualization,machine learning,visual exploration,gpu rendering,interactive visual exploration,microscopy,viewpoint selection,spatial ability,computational topology,morse theory,knot theory,astrophysics,illustrative rendering,lens,edge aggregation,edge bundling,interactive clustering,graphical perception,banking to 45 degrees,graph and network visualization,text and document visualization,large displays,time series data,human information interaction,coordinated multiple views,visual knowledge discovery,intelligence analysis,visual analysis,movement,particle visualization,multi-projector displays,ocean modeling,diffusion tensor,cosmology,focus + context,time-varying,tensor visualization,video visualization,tree comparison,multivariate,social data analysis,document visualization,spatio-temporal visualization,color blending,sense-making,data management,situational awareness,text analytics,investigative analysis,wikipedia,analysis,contour tree,distributed cognition,data transformation,user studies,multiple coordinated views,interactive visual analysis,themeriver,cognition,case study,exploratory search,spatiotemporal visualization,radial visualization,spatio-temporal data,scalable visualization,movement data,visualization taxonomies and models,maps,star coordinates,statistical analysis,network layout,frameworks,bioinformatics visualization,layout,trajectories,natural language processing,toolkits,scatterplots,categorical data,interaction design,visual knowledge representation,multidimensional data,high-dimensional data analysis,integrating spatial and non-spatial data visualization,npr,mathematical visualization,kernel density estimation,ambient occlusion,dynamic data,statistics,insight-based evaluation,storytelling,narrative visualization,scatterplot matrix,timelines,euler diagrams,set visualization,high-order finite elements,spectral/hp elements,visualization system and toolkit design,time series analysis,event detection,data clustering,provenance,decision making,social media,text and document data,information theory,quantitative evaluation,visualization in physical sciences and engineering,geographic/geospatial visualization,glyph-based techniques,qualitative evaluation,geometry-based techniques,eye tracking,high dimensional data,persistence,vortex extraction,multimedia visualization,crowdsourcing,temporal event sequences,visual comparison,sketch,visual evidence,exploratory analysis,design methodologies,pen and touch,uncertainty quantification,information diffusion,reasoning,task and requirements analysis,physical visualization,tabular data,dynamic networks,networks,volume illumination,connectomics,ensemble visualization,design studies,feature selection,topic modeling,brushing and linking,digital humanities,visualization design,web-based visualization,coordinated and multiple views,analytic provenance
Werner Purgathofer,Vis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Höllt,Vis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
